年度,縣市別,行業別,統計項目,單位,中小企業,大企業
2015,彰化縣,醫療保健及社會工作服務業,銷售額,百萬元,36,0
2015,南投縣,醫療保健及社會工作服務業,銷售額,百萬元,27,0
2015,雲林縣,醫療保健及社會工作服務業,銷售額,百萬元,25,0
2015,嘉義市,醫療保健及社會工作服務業,銷售額,百萬元,26,0
2015,嘉義縣,醫療保健及社會工作服務業,銷售額,百萬元,0,0
2015,屏東縣,醫療保健及社會工作服務業,銷售額,百萬元,34,0
2015,澎湖縣,醫療保健及社會工作服務業,銷售額,百萬元,1,0
2015,花蓮縣,醫療保健及社會工作服務業,銷售額,百萬元,87,0
2015,臺東縣,醫療保健及社會工作服務業,銷售額,百萬元,17,0
2015,金門縣,醫療保健及社會工作服務業,銷售額,百萬元,1,0
2015,連江縣,醫療保健及社會工作服務業,銷售額,百萬元,0,0
2015,總計,藝術、娛樂及休閒服務業,銷售額,百萬元,54203,37472
2015,臺北市,藝術、娛樂及休閒服務業,銷售額,百萬元,14057,18113
2015,新北市,藝術、娛樂及休閒服務業,銷售額,百萬元,7714,3691
2015,桃園縣,藝術、娛樂及休閒服務業,銷售額,百萬元,4046,2429
2015,臺中市,藝術、娛樂及休閒服務業,銷售額,百萬元,6051,2010
2015,臺南市,藝術、娛樂及休閒服務業,銷售額,百萬元,3828,894
2015,高雄市,藝術、娛樂及休閒服務業,銷售額,百萬元,5925,2525
2015,基隆市,藝術、娛樂及休閒服務業,銷售額,百萬元,882,108
2015,宜蘭縣,藝術、娛樂及休閒服務業,銷售額,百萬元,1028,578
2015,新竹市,藝術、娛樂及休閒服務業,銷售額,百萬元,1207,362
2015,新竹縣,藝術、娛樂及休閒服務業,銷售額,百萬元,1140,1672
2015,苗栗縣,藝術、娛樂及休閒服務業,銷售額,百萬元,834,512
2015,彰化縣,藝術、娛樂及休閒服務業,銷售額,百萬元,1517,121
2015,南投縣,藝術、娛樂及休閒服務業,銷售額,百萬元,1018,1106
2015,雲林縣,藝術、娛樂及休閒服務業,銷售額,百萬元,761,1072
2015,嘉義市,藝術、娛樂及休閒服務業,銷售額,百萬元,864,0
2015,嘉義縣,藝術、娛樂及休閒服務業,銷售額,百萬元,457,327
2015,屏東縣,藝術、娛樂及休閒服務業,銷售額,百萬元,1487,1316
2015,澎湖縣,藝術、娛樂及休閒服務業,銷售額,百萬元,160,0
2015,花蓮縣,藝術、娛樂及休閒服務業,銷售額,百萬元,643,636
2015,臺東縣,藝術、娛樂及休閒服務業,銷售額,百萬元,420,0
2015,金門縣,藝術、娛樂及休閒服務業,銷售額,百萬元,130,0
2015,連江縣,藝術、娛樂及休閒服務業,銷售額,百萬元,35,0
2015,總計,其他服務業,銷售額,百萬元,121797,112690
2015,臺北市,其他服務業,銷售額,百萬元,23812,61199
2015,新北市,其他服務業,銷售額,百萬元,14488,10470
2015,桃園縣,其他服務業,銷售額,百萬元,9970,8470
2015,臺中市,其他服務業,銷售額,百萬元,15283,7419
2015,臺南市,其他服務業,銷售額,百萬元,9951,1292
2015,高雄市,其他服務業,銷售額,百萬元,14645,8164
2015,基隆市,其他服務業,銷售額,百萬元,1775,266
2015,宜蘭縣,其他服務業,銷售額,百萬元,2327,574
2015,新竹市,其他服務業,銷售額,百萬元,2834,2999
2015,新竹縣,其他服務業,銷售額,百萬元,2569,3212
2015,苗栗縣,其他服務業,銷售額,百萬元,2216,1240
2015,彰化縣,其他服務業,銷售額,百萬元,6316,1648
2015,南投縣,其他服務業,銷售額,百萬元,2124,340
2015,雲林縣,其他服務業,銷售額,百萬元,2482,1494
2015,嘉義市,其他服務業,銷售額,百萬元,2091,2109
2015,嘉義縣,其他服務業,銷售額,百萬元,1568,669
2015,屏東縣,其他服務業,銷售額,百萬元,4025,830
2015,澎湖縣,其他服務業,銷售額,百萬元,388,0
2015,花蓮縣,其他服務業,銷售額,百萬元,1684,0
2015,臺東縣,其他服務業,銷售額,百萬元,932,295
2015,金門縣,其他服務業,銷售額,百萬元,270,0
2015,連江縣,其他服務業,銷售額,百萬元,44,0
2016,總計,農林漁牧業,銷售額,百萬元,24420,22406
2016,臺北市,農林漁牧業,銷售額,百萬元,2215,8545
2016,新北市,農林漁牧業,銷售額,百萬元,1607,803
2016,桃園縣,農林漁牧業,銷售額,百萬元,1661,198
2016,臺中市,農林漁牧業,銷售額,百萬元,1523,942
2016,臺南市,農林漁牧業,銷售額,百萬元,1978,1701
2016,高雄市,農林漁牧業,銷售額,百萬元,6515,983
2016,基隆市,農林漁牧業,銷售額,百萬元,118,3651
2016,宜蘭縣,農林漁牧業,銷售額,百萬元,726,414
2016,新竹市,農林漁牧業,銷售額,百萬元,56,0
2016,新竹縣,農林漁牧業,銷售額,百萬元,281,1123
2016,苗栗縣,農林漁牧業,銷售額,百萬元,324,118
2016,彰化縣,農林漁牧業,銷售額,百萬元,1502,1525
2016,南投縣,農林漁牧業,銷售額,百萬元,1327,234
2016,雲林縣,農林漁牧業,銷售額,百萬元,990,0
2016,嘉義市,農林漁牧業,銷售額,百萬元,145,250
2016,嘉義縣,農林漁牧業,銷售額,百萬元,844,0
2016,屏東縣,農林漁牧業,銷售額,百萬元,1667,1817
2016,澎湖縣,農林漁牧業,銷售額,百萬元,65,0
2016,花蓮縣,農林漁牧業,銷售額,百萬元,355,101
2016,臺東縣,農林漁牧業,銷售額,百萬元,423,0
2016,金門縣,農林漁牧業,銷售額,百萬元,91,0
2016,連江縣,農林漁牧業,銷售額,百萬元,5,0
2016,總計,礦業及土石採取業,銷售額,百萬元,29147,13692
2016,臺北市,礦業及土石採取業,銷售額,百萬元,657,6550
2016,新北市,礦業及土石採取業,銷售額,百萬元,2222,250
2016,桃園縣,礦業及土石採取業,銷售額,百萬元,1359,446
2016,臺中市,礦業及土石採取業,銷售額,百萬元,3239,995
2016,臺南市,礦業及土石採取業,銷售額,百萬元,671,415
2016,高雄市,礦業及土石採取業,銷售額,百萬元,1315,20
2016,基隆市,礦業及土石採取業,銷售額,百萬元,3765,3849
2016,宜蘭縣,礦業及土石採取業,銷售額,百萬元,2470,585
2016,新竹市,礦業及土石採取業,銷售額,百萬元,224,0
2016,新竹縣,礦業及土石採取業,銷售額,百萬元,1522,0
2016,苗栗縣,礦業及土石採取業,銷售額,百萬元,1291,0
2016,彰化縣,礦業及土石採取業,銷售額,百萬元,237,0
2016,南投縣,礦業及土石採取業,銷售額,百萬元,2313,0
2016,雲林縣,礦業及土石採取業,銷售額,百萬元,849,0
2016,嘉義市,礦業及土石採取業,銷售額,百萬元,10,0
2016,嘉義縣,礦業及土石採取業,銷售額,百萬元,96,0
2016,屏東縣,礦業及土石採取業,銷售額,百萬元,1537,580
2016,澎湖縣,礦業及土石採取業,銷售額,百萬元,322,0
2016,花蓮縣,礦業及土石採取業,銷售額,百萬元,2565,0
2016,臺東縣,礦業及土石採取業,銷售額,百萬元,1073,0
2016,金門縣,礦業及土石採取業,銷售額,百萬元,1412,0
2016,連江縣,礦業及土石採取業,銷售額,百萬元,0,0
2016,總計,製造業,銷售額,百萬元,4070669,9537799
2016,臺北市,製造業,銷售額,百萬元,234672,1281385
2016,新北市,製造業,銷售額,百萬元,657251,810802
2016,桃園縣,製造業,銷售額,百萬元,542458,938688
2016,臺中市,製造業,銷售額,百萬元,711361,776584
2016,臺南市,製造業,銷售額,百萬元,406906,656291
2016,高雄市,製造業,銷售額,百萬元,415096,1420930
2016,基隆市,製造業,銷售額,百萬元,9048,13199
2016,宜蘭縣,製造業,銷售額,百萬元,62199,31769
2016,新竹市,製造業,銷售額,百萬元,71883,1444211
2016,新竹縣,製造業,銷售額,百萬元,86258,489841
2016,苗栗縣,製造業,銷售額,百萬元,151189,338063
2016,彰化縣,製造業,銷售額,百萬元,320233,444755
2016,南投縣,製造業,銷售額,百萬元,42702,70290
2016,雲林縣,製造業,銷售額,百萬元,193000,687177
2016,嘉義市,製造業,銷售額,百萬元,20019,3069
2016,嘉義縣,製造業,銷售額,百萬元,85109,45050
2016,屏東縣,製造業,銷售額,百萬元,42999,66596
2016,澎湖縣,製造業,銷售額,百萬元,736,501
2016,花蓮縣,製造業,銷售額,百萬元,12550,6430
2016,臺東縣,製造業,銷售額,百萬元,3843,62
2016,金門縣,製造業,銷售額,百萬元,1145,12106
2016,連江縣,製造業,銷售額,百萬元,15, -   
2016,總計,電力及燃氣供應業,銷售額,百萬元,6611,788205
2016,臺北市,電力及燃氣供應業,銷售額,百萬元,1482,72201
2016,新北市,電力及燃氣供應業,銷售額,百萬元,654,43788
2016,桃園縣,電力及燃氣供應業,銷售額,百萬元,207,6328
2016,臺中市,電力及燃氣供應業,銷售額,百萬元,685,102582
2016,臺南市,電力及燃氣供應業,銷售額,百萬元,429,90199
2016,高雄市,電力及燃氣供應業,銷售額,百萬元,571,136502
2016,基隆市,電力及燃氣供應業,銷售額,百萬元,22,9676
2016,宜蘭縣,電力及燃氣供應業,銷售額,百萬元,345,93493
2016,新竹市,電力及燃氣供應業,銷售額,百萬元,197,24520
2016,新竹縣,電力及燃氣供應業,銷售額,百萬元,156,40067
2016,苗栗縣,電力及燃氣供應業,銷售額,百萬元,168,11971
2016,彰化縣,電力及燃氣供應業,銷售額,百萬元,383,62645
2016,南投縣,電力及燃氣供應業,銷售額,百萬元,20,34703
2016,雲林縣,電力及燃氣供應業,銷售額,百萬元,357,7729
2016,嘉義市,電力及燃氣供應業,銷售額,百萬元,149,10096
2016,嘉義縣,電力及燃氣供應業,銷售額,百萬元,327,0
2016,屏東縣,電力及燃氣供應業,銷售額,百萬元,250,12554
2016,澎湖縣,電力及燃氣供應業,銷售額,百萬元,0,1015
2016,花蓮縣,電力及燃氣供應業,銷售額,百萬元,89,24754
2016,臺東縣,電力及燃氣供應業,銷售額,百萬元,35,2382
2016,金門縣,電力及燃氣供應業,銷售額,百萬元,84,839
2016,連江縣,電力及燃氣供應業,銷售額,百萬元,0,160
2016,總計,用水供應及污染整治業,銷售額,百萬元,55809,117583
2016,臺北市,用水供應及污染整治業,銷售額,百萬元,5036,22773
2016,新北市,用水供應及污染整治業,銷售額,百萬元,8033,6089
2016,桃園縣,用水供應及污染整治業,銷售額,百萬元,7582,21624
2016,臺中市,用水供應及污染整治業,銷售額,百萬元,7700,12838
2016,臺南市,用水供應及污染整治業,銷售額,百萬元,4366,6997
2016,高雄市,用水供應及污染整治業,銷售額,百萬元,8989,26881
2016,基隆市,用水供應及污染整治業,銷售額,百萬元,804,468
2016,宜蘭縣,用水供應及污染整治業,銷售額,百萬元,610,876
2016,新竹市,用水供應及污染整治業,銷售額,百萬元,1143,2898
2016,新竹縣,用水供應及污染整治業,銷售額,百萬元,1021,2300
2016,苗栗縣,用水供應及污染整治業,銷售額,百萬元,1083,745
2016,彰化縣,用水供應及污染整治業,銷售額,百萬元,2796,3840
2016,南投縣,用水供應及污染整治業,銷售額,百萬元,779,423
2016,雲林縣,用水供應及污染整治業,銷售額,百萬元,1809,2700
2016,嘉義市,用水供應及污染整治業,銷售額,百萬元,513,638
2016,嘉義縣,用水供應及污染整治業,銷售額,百萬元,1308,1739
2016,屏東縣,用水供應及污染整治業,銷售額,百萬元,1012,3326
2016,澎湖縣,用水供應及污染整治業,銷售額,百萬元,124,0
2016,花蓮縣,用水供應及污染整治業,銷售額,百萬元,568,288
2016,臺東縣,用水供應及污染整治業,銷售額,百萬元,282,141
2016,金門縣,用水供應及污染整治業,銷售額,百萬元,218,0
2016,連江縣,用水供應及污染整治業,銷售額,百萬元,33,0
2016,總計,營建工程業,銷售額,百萬元,1417221,731281
2016,臺北市,營建工程業,銷售額,百萬元,247872,407755
2016,新北市,營建工程業,銷售額,百萬元,256911,75962
2016,桃園縣,營建工程業,銷售額,百萬元,144001,27424
2016,臺中市,營建工程業,銷售額,百萬元,184992,80133
2016,臺南市,營建工程業,銷售額,百萬元,76739,21951
2016,高雄市,營建工程業,銷售額,百萬元,178006,72265
2016,基隆市,營建工程業,銷售額,百萬元,15691,120
2016,宜蘭縣,營建工程業,銷售額,百萬元,25269,6295
2016,新竹市,營建工程業,銷售額,百萬元,36591,12961
2016,新竹縣,營建工程業,銷售額,百萬元,36026,8204
2016,苗栗縣,營建工程業,銷售額,百萬元,24367,4441
2016,彰化縣,營建工程業,銷售額,百萬元,43939,2488
2016,南投縣,營建工程業,銷售額,百萬元,15058,142
2016,雲林縣,營建工程業,銷售額,百萬元,44518,1526
2016,嘉義市,營建工程業,銷售額,百萬元,13105,2150
2016,嘉義縣,營建工程業,銷售額,百萬元,17166,1575
2016,屏東縣,營建工程業,銷售額,百萬元,23048,2094
2016,澎湖縣,營建工程業,銷售額,百萬元,4285,101
2016,花蓮縣,營建工程業,銷售額,百萬元,14579,2788
2016,臺東縣,營建工程業,銷售額,百萬元,6970,585
2016,金門縣,營建工程業,銷售額,百萬元,7005,48
2016,連江縣,營建工程業,銷售額,百萬元,1082,273
2016,總計,批發及零售業,銷售額,百萬元,4338504,9375411
2016,臺北市,批發及零售業,銷售額,百萬元,913040,4312434
2016,新北市,批發及零售業,銷售額,百萬元,766846,1139770
2016,桃園縣,批發及零售業,銷售額,百萬元,384191,744898
2016,臺中市,批發及零售業,銷售額,百萬元,598478,755451
2016,臺南市,批發及零售業,銷售額,百萬元,308262,414513
2016,高雄市,批發及零售業,銷售額,百萬元,508805,934640
2016,基隆市,批發及零售業,銷售額,百萬元,35880,16333
2016,宜蘭縣,批發及零售業,銷售額,百萬元,50141,41712
2016,新竹市,批發及零售業,銷售額,百萬元,75294,218500
2016,新竹縣,批發及零售業,銷售額,百萬元,78533,159548
2016,苗栗縣,批發及零售業,銷售額,百萬元,54817,115602
2016,彰化縣,批發及零售業,銷售額,百萬元,184129,167259
2016,南投縣,批發及零售業,銷售額,百萬元,49127,33475
2016,雲林縣,批發及零售業,銷售額,百萬元,67048,73866
2016,嘉義市,批發及零售業,銷售額,百萬元,47977,63850
2016,嘉義縣,批發及零售業,銷售額,百萬元,46913,36123
2016,屏東縣,批發及零售業,銷售額,百萬元,81623,88914
2016,澎湖縣,批發及零售業,銷售額,百萬元,8910,4679
2016,花蓮縣,批發及零售業,銷售額,百萬元,39247,29971
2016,臺東縣,批發及零售業,銷售額,百萬元,22095,17047
2016,金門縣,批發及零售業,銷售額,百萬元,16182,6638
2016,連江縣,批發及零售業,銷售額,百萬元,966,188
2016,總計,運輸及倉儲業,銷售額,百萬元,270968,870625
2016,臺北市,運輸及倉儲業,銷售額,百萬元,51694,448872
2016,新北市,運輸及倉儲業,銷售額,百萬元,32017,81818
2016,桃園縣,運輸及倉儲業,銷售額,百萬元,30022,156510
2016,臺中市,運輸及倉儲業,銷售額,百萬元,30061,27719
2016,臺南市,運輸及倉儲業,銷售額,百萬元,14679,10681
2016,高雄市,運輸及倉儲業,銷售額,百萬元,49267,76259
2016,基隆市,運輸及倉儲業,銷售額,百萬元,10917,23653
2016,宜蘭縣,運輸及倉儲業,銷售額,百萬元,6318,2542
2016,新竹市,運輸及倉儲業,銷售額,百萬元,2993,4642
2016,新竹縣,運輸及倉儲業,銷售額,百萬元,4393,5706
2016,苗栗縣,運輸及倉儲業,銷售額,百萬元,4229,1502
2016,彰化縣,運輸及倉儲業,銷售額,百萬元,9916,3435
2016,南投縣,運輸及倉儲業,銷售額,百萬元,3714,812
2016,雲林縣,運輸及倉儲業,銷售額,百萬元,4316,7600
2016,嘉義市,運輸及倉儲業,銷售額,百萬元,3046,1821
2016,嘉義縣,運輸及倉儲業,銷售額,百萬元,2290,8178
2016,屏東縣,運輸及倉儲業,銷售額,百萬元,3524,872
2016,澎湖縣,運輸及倉儲業,銷售額,百萬元,1013,1446
2016,花蓮縣,運輸及倉儲業,銷售額,百萬元,3326,1996
2016,臺東縣,運輸及倉儲業,銷售額,百萬元,1469,1773
2016,金門縣,運輸及倉儲業,銷售額,百萬元,1381,2266
2016,連江縣,運輸及倉儲業,銷售額,百萬元,382,522
2016,總計,住宿及餐飲業,銷售額,百萬元,442287,179895
2016,臺北市,住宿及餐飲業,銷售額,百萬元,106858,97682
2016,新北市,住宿及餐飲業,銷售額,百萬元,52752,8580
2016,桃園縣,住宿及餐飲業,銷售額,百萬元,36990,14256
2016,臺中市,住宿及餐飲業,銷售額,百萬元,56505,14607
2016,臺南市,住宿及餐飲業,銷售額,百萬元,32740,4718
2016,高雄市,住宿及餐飲業,銷售額,百萬元,49435,13064
2016,基隆市,住宿及餐飲業,銷售額,百萬元,5203,319
2016,宜蘭縣,住宿及餐飲業,銷售額,百萬元,8054,4014
2016,新竹市,住宿及餐飲業,銷售額,百萬元,10636,3230
2016,新竹縣,住宿及餐飲業,銷售額,百萬元,8996,3581
2016,苗栗縣,住宿及餐飲業,銷售額,百萬元,6824,329
2016,彰化縣,住宿及餐飲業,銷售額,百萬元,12732,873
2016,南投縣,住宿及餐飲業,銷售額,百萬元,8668,3228
2016,雲林縣,住宿及餐飲業,銷售額,百萬元,5390,552
2016,嘉義市,住宿及餐飲業,銷售額,百萬元,7025,1283
