年別,類型,觀光遊憩區,細分,縣市別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月,合計
2015,博物館, -,新北市黃金博物園區,新北市,194184,201927,147569,186403,176082,143388,171690,164400,161836,195360,224981,178484,2146304
2015,博物館, -,新北市客家文化園區,新北市,70371,70837,79264,69599,80197,83166,92585,98219,70204,82133,69813,71436,937824
2015,博物館, -,陽明海洋文化藝術館,基隆市,3236,2070,1986,10271,3368,2489,3791,3226,1456,3486,4073,1998,41450
2015,博物館, -,木雕博物館,苗栗縣,6669,10048,5962,13239,10358,6846,8846,10658,7581,7783,6157,5633,99780
2015,博物館, -,國立自然科學博物館,臺中市,268247,292184,211371,261492,238294,236371,337469,312717,208166,242741,243999,222069,3075120
2015,博物館, -,國立臺灣美術館,臺中市,140633,141008,82095,82477,84350,184752,249033,273298,59798,77969,69413,64433,1509259
2015,博物館, -,臺灣鹽博物館,臺南市,5401,8373,3268,6313,3029,3148,5613,6157,1882,1584,0,0,44768
2015,博物館, -,國立臺灣歷史博物館,臺南市,29425,27116,30166,31403,41165,27165,29090,27223,8747,13062,13677,22073,300312
2015,博物館, -,國立科學工藝博物館,高雄市,168347,199402,107563,214127,146396,131352,175847,205811,137074,168810,145982,156868,1957579
2015,博物館, -,高雄市立美術館,高雄市,80555,153677,130806,135771,120824,53704,79112,78332,54128,63921,43233,44476,1038539
2015,博物館, -,高雄市立歷史博物館,高雄市,26050,42444,21346,27855,32210,24258,39086,44253,30001,26967,20955,19599,355024
2015,博物館, -,陽明高雄海洋探索館,高雄市,5545,5546,4523,7435,6713,4548,6734,6727,4525,7290,7088,2308,68982
2015,博物館, -,國立臺灣史前文化博物館,臺東縣,12944,20339,10458,15282,14366,14141,28951,22204,10357,14253,12079,10241,185615
2015,博物館, -,卑南遺址公園,臺東縣,15408,18057,14442,16732,15747,14821,16040,14521,11821,18572,16756,15571,188488
2015,博物館, -,莒光樓,金門縣,22495,21282,25023,34547,39141,30166,42951,39187,34633,46208,45918,36517,418068
2015,博物館, -,嘉義市立博物館,嘉義市,23148,21889,20279,21852,26518,22843,31285,26030,25048,29180,22945,24298,295315
2015,博物館, -,美濃客家文物館,高雄市,15507,17003,7412,8492,7014,6228,9376,8230,5989,7662,11039,9941,113893
2015,博物館, -,台北當代藝術館,臺北市,22858,18361,15920,20106,23251,12121,15594,21841,25243,15062,17324,18983,226664
2015,博物館, -,朱銘美術館,新北市,10057,10559,7179,12644,12595,10293,18150,16916,9940,16002,2118,74,126527
2015,博物館, -,北投溫泉博物館,臺北市,54643,46748,48226,55369,42824,32791,38702,39188,38506,56993,51555,28510,534055
2015,博物館, -,台北故事館,臺北市,8392,8334,2282,0,0,0,0,0,0,1967,1946,1904,24825
2015,博物館, -,林本源園邸( 林家花園),新北市,44820,44198,34209,40214,39353,29550,34856,30662,27964,40779,43828,35799,446232
2015,博物館, -,三峽歷史文物館,新北市,6582,2785,5108,7506,5370,4519,4175,3992,2863,6118,6570,7584,63172
2015,博物館, -,凱達格蘭文化館,臺北市,28123,22736,14693,20453,18388,17285,20652,20811,21466,52603,40686,42348,320244
2015,宗教場所, -,北港朝天宮,雲林縣,282300,2347000,1517000,436000,314500,271600,234200,167000,212000,186700,174860,173600,6316760
2015,宗教場所, -,南鯤鯓代天府,臺南市,702900,885000,781200,652300,870700,752800,909000,538750,800900,999600,1252500,1009800,10155450
2015,宗教場所, -,麻豆代天府,臺南市,316200,471466,400746,396005,430540,409013,410022,328017,295215,334647,267717,273071,4332659
2015,宗教場所, -,中臺禪寺,南投縣,302232,320585,267537,315720,367748,276200,270434,244546,240385,316491,311678,286832,3520388
2015,宗教場所, -,佛光山,高雄市,399124,923612,854636,370234,333846,263571,348850,304990,282881,304474,558803,398593,5343614
2015,宗教場所, -,萬和宮,臺中市,26400,56360,24100,24550,30900,23090,24070,14250,29200,22100,24350,23500,322870
2015,宗教場所, -,大甲鎮瀾宮,臺中市,79500,618750,184500,783500,128150,76900,77750,56250,64000,81250,76500,69500,2296550
2015,宗教場所, -,清水祖師廟,新北市,1930,3401,957,1074,1826,1015,1453,1060,1420,1964,1467,1226,18793
2015,宗教場所, -,法鼓山世界佛教教育園區,新北市,29180,59094,23083,23022,20759,14856,16258,14413,16450,22245,35229,23657,298246
2015,宗教場所, -,鹿港龍山寺,彰化縣,32425,487080,96000,94560,43365,41385,86310,48085,47112,95760,56040,81080,1209202
2015,其他, -,花蓮海洋公園,花蓮縣,34533,72138,26790,40489,40242,46259,92466,71915,37804,48576,35636,30407,577255
2015,其他, -,原生應用植物園,臺東縣,15083,18163,12584,16817,18507,15480,24599,20817,14168,19382,17311,13563,206474
2015,其他, -,布農部落,臺東縣,9073,14071,7945,11067,11531,10573,15584,10997,8522,12736,11588,7401,131088
2015,其他, -,花蓮觀光糖廠,花蓮縣,38037,78714,38272,51861,49610,54156,82356,77856,49964,49172,40186,28799,638983
2015,其他, -,立川漁場,花蓮縣,11200,31725,0,31850,41650,42750,74400,68500,25060,20330,12843,10541,370849
2015,其他, -,九族文化村,南投縣,57098,229095,99509,70008,41610,39777,68158,77479,41982,61344,62105,58690,906855
2015,其他, -,國民革命忠烈祠,臺北市,106319,89861,106576,120764,153318,140778,141266,142807,145619,161528,163462,162237,1634535
2015,其他, -,國立臺灣藝術教育館,臺北市,32605,26628,29459,30601,33431,19764,26673,28614,40681,46089,33734,42569,390848
2015,其他, -,市立動物園,臺北市,358036,412814,246511,285591,210910,158868,233074,210647,233082,334176,360836,258103,3302648
2015,其他, -,士林官邸公園,臺北市,98370,102600,89550,121730,104255,93340,116545,87130,102310,121610,540820,113750,1692010
2015,其他, -,臺北自來水園區,臺北市,96966,80372,88519,83522,96582,156521,186028,134900,117045,97896,73450,82820,1294621
2015,其他, -,十分瀑布,新北市,217169,243728,205615,212455,174590,207482,215994,205000,210460,212543,205300,195000,2505336
2015,其他, -,十分旅遊服務中心,新北市,367803,744425,349165,320000,280000,285200,357300,234000,231000,234390,228400,223840,3855523
2015,其他, -,淡水漁人碼頭,新北市,242116,265826,237810,255094,260757,231683,279398,281050,264080,274120,277622,253951,3123507
2015,其他, -,猴硐煤礦博物園區,新北市,66830,97577,56584,77811,73287,82220,77044,74489,53765,65650,60100,57630,842987
2015,其他, -,水湳洞遊客中心,新北市,59215,66502,57809,65787,54787,67238,82123,92765,64900,67000,58391,47285,783802
2015,其他, -,蘇澳冷泉,宜蘭縣,453,361,641,790,1430,8054,32339,16609,7337,1493,1692,708,71907
2015,其他, -,國立傳統藝術中心,宜蘭縣,98902,174322,91172,118043,100500,90851,147361,139323,81915,117246,104412,97832,1361879
2015,其他, -,蘭陽博物園區,宜蘭縣,50956,80512,27867,53915,51844,57950,84413,81121,46182,76285,61739,53361,726145
2015,其他, -,慈湖,桃園市,386450,378420,241260,286546,236560,203680,258640,201040,242640,324370,298650,256840,3315096
2015,其他, -,大坑登山步道,臺中市,220827,249315,259103,179709,165574,175976,198248,166122,183702,197003,185912,178843,2360334
2015,其他, -,福壽山農場,臺中市,14305,19993,14111,11700,7557,13145,26380,14192,12378,27940,66583,33255,261539
2015,其他, -,后里馬場,臺中市,74704,93185,78739,54843,52775,78897,57692,53881,51204,95397,79811,47041,818169
2015,其他, -,梧棲觀光漁港,臺中市,119949,136951,108847,113515,120229,108580,118267,140213,145591,150048,129142,101379,1492711
2015,其他, -,臺中都會公園,臺中市,42414,49034,44541,35538,37653,40876,39002,25700,51438,54120,62077,41213,523606
2015,其他, -,草悟道,臺中市,722085,865078,744310,728049,764331,705483,729860,691888,752751,779403,792504,696628,8972370
2015,其他, -,東豐自行車綠廊及后豐鐵馬道,臺中市,688423,717849,765277,828275,752379,723552,753807,626261,775888,956408,965496,621015,9174630
2015,其他, -,國立自然科學博物館鳳凰谷鳥園生態園區,南投縣,11215,18416,10932,21292,13241,11808,15457,11053,10156,15322,15466,9911,164269
2015,其他, -,清境農場,南投縣,109724,151604,98448,107724,85218,116329,162459,135064,109251,148677,154098,157697,1536293
2015,其他, -,武陵農場,臺中市,51716,96684,36301,21273,14994,22984,39916,22005,19717,31546,53066,41728,451930
2015,其他, -,行政院農業委員會特有生物研究保育中心,南投縣,4958,4775,5320,8087,6561,4098,6122,5807,5865,8493,6709,3468,70263
2015,其他, -,竹山天梯風景區,南投縣,16207,20398,11883,12879,7870,8719,10767,8356,9434,12107,11829,10124,140573
2015,其他, -,天空之橋,南投縣,74253,97723,62518,59729,43488,41315,53886,43004,38362,52320,51229,47197,665024
2015,其他, -,尖山埤江南渡假村,臺南市,26700,26959,29498,30102,23467,18844,24850,23958,12740,16556,24263,29013,286950
2015,其他, -,烏樹林休閒園區,臺南市,7240,12424,12675,9360,10231,7963,5673,4021,1774,3284,5945,4289,84879
2015,其他, -,壽山動物園,高雄市,99144,115490,63516,64512,33382,36238,53003,40352,37133,52868,54281,52861,702780
2015,其他, -,打狗英國領事館文化園區,高雄市,155915,167942,130554,157837,151577,116210,129475,118482,94845,122286,117535,111723,1574381
2015,其他, -,蓮池潭,高雄市,103788,236253,94568,92560,95376,91752,93760,95376,129888,1508672,283294,337009,3162296
2015,其他, -,高雄市文化中心,高雄市,232226,217481,175271,155456,205170,168361,254397,203975,167550,180123,179204,181303,2320517
2015,其他, -,世運主場館,高雄市,177521,165656,137519,55950,48433,44702,39630,36747,54056,109582,74418,109582,1053796
2015,其他, -,旗津風景區,高雄市,461937,554749,446263,456855,392256,413247,600514,407494,383852,422915,395288,409717,5345087
2015,其他, -,台東海洋夢想館,臺東縣,1374,4084,1142,2296,1754,2235,5865,4004,1503,2005,1914,1385,29561
2015,其他, -,慶修院,花蓮縣,26494,42980,21065,28559,24366,25232,41893,39495,26442,30177,23615,21401,351719
2015,其他, -,花蓮縣石雕博物館,花蓮縣,7524,6683,6894,6420,8025,4698,11156,16582,9008,0,0,7302,84292
2015,其他, -,澄清湖,高雄市,102904,193551,140216,154308,131200,132836,101815,98697,117176,116114,135129,154908,1578854
2015,其他, -,新竹漁港,新竹市,41071,22152,31128,33754,32342,33161,23882,11666,31889,38014,43733,19726,362518
2015,其他, -,草嶺,雲林縣,10480,20240,30400,20240,30240,30240,30240,12240,12240,32160,30160,16160,275040
2015,其他, -,墾丁海水浴場,屏東縣,23188,23729,26063,21267,24063,24171,24703,24181,24532,24228,25188,26612,291925
2015,其他, -,關渡自然公園,臺北市,10172,7537,10860,13779,10433,10156,9336,6977,29377,23295,14449,11359,157730
2015,其他, -,美麗華摩天輪,臺北市,31865,37707,23185,23313,22960,28953,28352,29181,21736,27520,24709,30626,330107
2015,其他, -,台北101景觀台,臺北市,246659,248275,201381,211570,250265,210681,247597,249397,201463,261463,263196,247747,2839694
2015,其他, -,雲仙樂園,新北市,17523,26796,15085,20254,19721,14497,19363,4580,653,946,3303,3648,146369
2015,其他, -,大板根森林溫泉渡假村,新北市,18297,21984,15517,17049,19557,16916,18316,15532,18990,20925,22045,20901,226029
2015,其他, -,小人國主題樂園,桃園市,52542,134016,51212,66078,44919,38174,99188,101226,41143,61113,53938,34329,777878
2015,其他, -,埔心牧場,桃園市,16036,31873,10996,18904,15241,15718,8780,208675,16036,24130,29053,42253,437695
2015,其他, -,六福村主題遊樂園,新竹縣,73788,163395,90823,92027,72289,102777,270732,277590,165735,111084,110450,99555,1630245
2015,其他, -,小叮噹科學遊樂區,新竹縣,12449,16420,14147,19487,20359,12980,26976,37479,18072,24737,19909,15113,238128
2015,其他, -,香格里拉樂園,苗栗縣,12230,22735,14849,47757,16443,19141,10496,10509,12648,24410,21238,11961,224417
2015,其他, -,西湖渡假村,苗栗縣,30077,37504,38909,181476,50003,33190,31610,26270,23253,35242,29771,18134,535439
2015,其他, -,杉林溪森林生態渡假園區,南投縣,22492,41474,60781,82209,42915,55838,69883,50327,36750,48996,69172,41338,622175
2015,其他, -,泰雅渡假村,南投縣,25960,29374,23810,20756,14450,12724,17190,13295,17596,28041,18937,19078,241211
2015,其他, -,紙教堂見學園區,南投縣,35225,46601,23949,31801,24102,25909,36577,34020,24004,32630,29675,30045,374538
2015,其他, -,劍湖山世界,雲林縣,60404,125465,75932,201241,63630,89380,84370,100010,80814,85344,69085,88279,1123954
2015,其他, -,頑皮世界,臺南市,11563,27678,18852,13806,7341,8482,8672,7329,2033,12885,9223,7959,135823
2015,其他, -,8大森林博覽樂園,屏東縣,23707,38946,19301,19843,20009,11930,19106,14662,11407,23931,21676,15041,239559
2015,其他, -,大路觀主題樂園,屏東縣,2301,4555,4042,2965,5960,6986,6888,5310,2516,4101,3058,2199,50881
2015,其他, -,小墾丁渡假村,屏東縣,9340,14316,10028,15483,16168,14428,18405,15093,13607,16363,12418,13630,169279
2015,其他, -,臺中公園,臺中市,302561,476459,1282812,227018,227233,232094,296401,198770,266076,287621,220165,210588,4227798
2015,其他, -,龍山寺,臺北市,214488,301183,197580,173630,171379,156995,168059,182280,174602,201006,194352,194592,2330146
2015,其他, -,臺北市孔廟,臺北市,45594,47629,46011,43613,42389,41068,41963,36735,39286,39677,38092,36750,498807
2015,其他, -,淡水紅毛城,新北市,160516,170249,85697,91990,78392,70797,82217,85384,82081,112357,104548,94579,1218807
2015,其他, -,滬尾砲臺,新北市,16606,18195,17455,15997,17708,14954,14266,13553,13930,21099,22212,18421,204396
2015,其他, -,前清淡水關稅務司官邸,新北市,33832,35061,29661,27251,24527,21554,22076,21554,24295,27189,24538,23185,314723
2015,其他, -,北埔遊憩區,新竹縣,26160,25322,22516,23034,21032,29302,42525,41992,39662,42035,39433,35122,388135
2015,其他, -,彰化孔子廟,彰化縣,2608,4587,3093,4214,3068,2909,3648,2799,3807,3609,3461,4634,42437
2015,其他, -,五妃廟,臺南市,5807,6554,5780,5978,5214,5802,5204,4870,4041,4586,4441,5445,63722
2015,其他, -,基隆嶼,基隆市,54,62,129,100,39,29,37,52,20,98,65,90,775
2015,其他, -,鶯歌老街,新北市,51648,63895,49245,48091,50046,52433,52380,50180,50276,54970,53648,51568,628380
2015,其他, -,三峽老街,新北市,205000,300000,183000,168000,162000,145000,147000,138000,146000,159000,167000,173000,2093000
2015,其他, -,八里左岸公園,新北市,145000,368000,218000,265000,240000,205000,269000,230000,268000,461964,418024,204512,3292500
2015,其他, -,淡水金色水岸,新北市,210000,410000,265000,289000,259000,246000,280000,300000,246230,320409,268401,275736,3369776
2015,其他, -,大湖草莓文化館,苗栗縣,54800,58800,73600,67200,74400,53600,44000,42800,75200,72200,84000,84400,785000
2015,其他, -,客家大院,苗栗縣,84218,78718,83140,346498,168745,47386,30622,23772,25998,36174,43334,30272,998877
2015,其他, -,田尾公路花園,彰化縣,120000,530000,92700,35500,34400,29876,29455,6935,48560,84000,110150,92216,1213792
2015,其他, -,溪州公園,彰化縣,41572,579413,278685,146630,100700,86966,51644,26818,33931,110100,77528,33941,1567928
2015,其他, -,臺灣玻璃館,彰化縣,103828,208800,101276,106020,110836,92376,99460,88376,84600,116020,107720,107332,1326644
2015,其他, -,蘭嶼,臺東縣,1895,3389,3141,13881,15792,17918,17276,13556,12103,4362,2052,1278,106643
2015,其他, -,臺塑六輕阿媽公園,雲林縣,317,126,718,704,782,675,435,486,436,1045,1219,926,7869
2015,其他, -,駁二藝術特區,高雄市,483225,467967,217402,251583,360327,113565,170436,220527,3030,202028,297851,284292,3072233
2015,其他, -,愛河(五福四路至博愛一路),高雄市,35039,46002,37557,34440,33412,22677,33871,31492,23072,31986,30657,32354,392559
2015,其他, -,紅毛港文化園區,高雄市,21891,31617,13160,20871,28813,21315,18362,18533,13601,19660,16825,13294,237942
2015,其他, -,金針山休閒農業區,臺東縣,20000,29000,20000,10500,10500,11000,15000,19000,15000,5000,6000,10000,171000
2015,其他, -,澎湖生活博物館,澎湖縣,1083,1862,2149,5023,7696,6433,7517,5690,3800,2951,2306,2021,48531
2016,國家公園,陽明山國家公園,陽明山遊客中心,臺北市,12349,7941,10391,11667,12854,12468,11457,9562,7305,0,0,0,95994
2016,國家公園,陽明山國家公園,陽明書屋,臺北市,2846,3915,2524,3145,3615,2574,2766,2830,1639,2805,2832,2857,34348
2016,國家公園,陽明山國家公園,陽明公園,臺北市,26250,663367,691332,25200,30750,24750,15400,9540,4940,4750,6513,4883,1507675
2016,國家公園,陽明山國家公園,大屯遊憩區,臺北市,46979,67055,39456,78602,81236,99711,109117,85946,50983,73936,71715,61641,866377
